1	0
2	3
3	4
4	4
5	5
6	5
7	6
8	8
9	9
10	9
11	10
12	10
13	11
14	13
15	14
16	14
17	15
18	15
19	16
20	18
21	19
22	19
23	20
24	20
25	21
26	23
27	24
28	24
29	25
30	25
31	25
32	25
33	26
34	26
35	27
36	27
37	28
38	28
39	29
40	31
41	32
42	32
43	33
44	33
45	34
46	36
47	37
48	37
49	38
50	38
51	39
52	41
53	42
54	42
55	43
56	43
57	44
58	46
59	47
60	47
61	48
62	48
63	49
64	50
65	51
66	51
67	52
68	54
69	55
70	55
71	56
72	57
73	58
74	58
75	59
76	59
77	60
78	62
79	63
80	63
81	64
82	66
83	67
84	67
85	68
86	69
87	70
88	70
89	70
90	70
91	71
92	73
93	74
94	74
95	75
96	76
97	77
98	77
99	78
100	78
101	79
102	81
103	82
104	82
105	83
106	85
107	86
108	86
109	87
110	88
111	89
112	89
113	89
114	89
115	90
116	92
117	93
118	93
119	94
120	95
121	96
122	96
123	97
124	97
125	98
126	100
127	101
128	101
129	102
130	104
131	105
132	105
133	106
134	107
135	108
136	108
137	108
138	108
139	109
140	111
141	112
142	112
143	113
144	114
145	115
146	115
147	116
148	116
149	117
150	119
151	120
152	120
153	121
154	123
155	124
156	124
157	125
158	126
159	127
160	127
161	127
162	127
163	128
164	130
165	131
166	131
167	132
168	133
169	134
170	134
171	135
172	135
173	136
174	138
175	139
176	139
177	140
178	142
179	143
180	143
181	144
182	145
183	146
184	145
185	145
186	146
187	146
188	147
189	147
190	148
191	148
192	149
193	151
194	152
195	152
196	153
197	153
198	154
199	156
200	157
201	157
202	158
203	158
204	159
205	161
206	162
207	162
208	163
209	163
210	164
211	166
212	167
213	167
214	168
215	168
216	169
217	170
218	171
219	171
220	172
221	174
222	175
223	175
224	176
225	177
226	178
227	178
228	179
229	179
230	180
231	182
232	183
233	183
234	184
235	186
236	187
237	187
238	188
239	189
240	190
241	190
242	190
243	190
244	191
245	193
246	194
247	194
248	195
249	196
250	197
251	197
252	198
253	198
254	199
255	201
256	202
257	202
258	203
259	205
260	206
261	206
262	207
263	208
264	209
265	209
266	209
267	209
268	210
269	212
270	213
271	213
272	214
273	215
274	216
275	216
276	217
277	217
278	218
279	220
280	221
281	221
282	222
283	224
284	225
285	225
286	226
287	227
288	228
289	228
290	228
291	228
292	229
293	231
294	232
295	232
296	233
297	234
298	235
299	235
300	236
301	236
302	237
303	239
304	240
305	240
306	241
307	243
308	244
309	244
310	245
311	246
312	247
313	247
314	247
315	247
316	248
317	250
318	251
319	251
320	252
321	253
322	254
323	254
324	255
325	255
326	256
327	258
328	259
329	259
330	260
331	262
332	263
333	263
334	264
335	265
336	266
337	265
338	265
339	266
340	266
341	267
342	267
343	268
344	268
345	269
346	271
347	272
348	272
349	273
350	273
351	274
352	276
353	277
354	277
355	278
356	278
357	279
358	281
359	282
360	282
361	283
362	283
363	284
364	286
365	287
366	287
367	288
368	288
369	289
370	290
371	291
372	291
373	292
374	294
375	295
376	295
377	296
378	297
379	298
380	298
381	299
382	299
383	300
384	302
385	303
386	303
387	304
388	306
389	307
390	307
391	308
392	309
393	310
394	310
395	310
396	310
397	311
398	313
399	314
400	314
401	315
402	316
403	317
404	317
405	318
406	318
407	319
408	321
409	322
410	322
411	323
412	325
413	326
414	326
415	327
416	328
417	329
418	329
419	329
420	329
421	330
422	332
423	333
424	333
425	334
426	335
427	336
428	336
429	337
430	337
431	338
432	340
433	341
434	341
435	342
436	344
437	345
438	345
439	346
440	347
441	348
442	348
443	348
444	348
445	349
446	351
447	352
448	352
449	353
450	354
451	355
452	355
453	356
454	356
455	357
456	359
457	360
458	360
459	361
460	363
461	364
462	364
463	365
464	366
465	367
466	367
467	367
468	367
469	368
470	370
471	371
472	371
473	372
474	373
475	374
476	374
477	375
478	375
479	376
480	378
481	379
482	379
483	380
484	382
485	383
486	383
487	384
488	385
489	386
490	385
491	385
492	386
493	386
494	387
495	387
496	388
497	388
498	389
499	391
500	392
501	392
502	393
503	393
504	394
505	396
506	397
507	397
508	398
509	398
510	399
511	401
512	402
513	402
514	403
515	403
516	404
517	406
518	407
519	407
520	408
521	408
522	409
523	410
524	411
525	411
526	412
527	414
528	415
529	415
530	416
531	417
532	418
533	418
534	419
535	419
